U+0021	!
醵-KaishoVtFstRiLe	U+91b5	醵
U+91b5	醵
醸-Kaisho	U+91b8	醸
醸-KaishoVtLst	U+91b8	醸
U+91b8	醸
醺-Kaisho	U+91ba	醺
醺-KaishoVtLst	U+91ba	醺
U+91ba	醺
釀-Kaisho	U+91c0	釀
釀-KaishoVtLst	U+91c0	釀
U+91c0	釀
釁-Kaisho	U+91c1	釁
釁-MdFst	U+91c1	釁
U+91c1	釁
釆-Kaisho	U+91c6	釆
U+91c6	釆
采-Kaisho	U+91c7	采
U+91c7	采
釈-Kaisho	U+91c8	釈
U+91c8	釈
釉-Kaisho	U+91c9	釉
釉-KaishoVtLst	U+91c9	釉
U+91c9	釉
釋-Kaisho	U+91cb	釋
U+91cb	釋
里-Kaisho	U+91cc	里
里-KaishoVtLst	U+91cc	里
U+91cc	里
重-Kaisho	U+91cd	重
重-KaishoVtLst	U+91cd	重
U+91cd	重
野-Kaisho	U+91ce	野
野-KaishoVtLst	U+91ce	野
U+91ce	野
量-Kaisho	U+91cf	量
量-KaishoVtLst	U+91cf	量
U+91cf	量
釐-Kaisho	U+91d0	釐
釐-KaishoVtLst	U+91d0	釐
U+91d0	釐
U+91d1	金
U+91d6	釖
U+91d8	釘
U+91db	釛
釜-Hyougai	U+91dc	釜
U+91dc	釜
U+91dd	針
U+91df	釟
U+91e1	釡
U+91e3	釣
U+91e6	釦
U+91e7	釧
U+91f5	釵
U+91f6	釶
U+91fc	釼
U+91ff	釿
U+920d	鈍
U+920e	鈎
U+9211	鈑
U+9214	鈔
U+9215	鈕
U+921e	鈞
U+9229	鈩
U+922c	鈬
鈴-Insatsu	U+9234	鈴
U+9234	鈴
U+9237	鈷
鈿-Kaisho	U+923f	鈿
U+923f	鈿
U+9244	鉄
鉅-HzFst	U+9245	鉅
U+9245	鉅
鉈-Kaisho	U+9248	鉈
U+9248	鉈
鉉-Kaisho	U+9249	鉉
U+9249	鉉
U+924b	鉋
U+9250	鉐
鉗-Kaisho	U+9257	鉗
U+9257	鉗
U+925a	鉚
U+925b	鉛
U+925e	鉞
U+9262	鉢
U+9264	鉤
鉦-HzFst	U+9266	鉦
U+9266	鉦
鉱-Kaisho	U+9271	鉱
U+9271	鉱
U+927e	鉾
銀-Kaisho	U+9280	銀
U+9280	銀
銃-Kaisho	U+9283	銃
U+9283	銃
U+9285	銅
U+9291	銑
U+9293	銓
銓-VtLst	U+9293	銓
U+9295	銕
銖-Kaisho	U+9296	銖
U+9296	銖
U+9298	銘
銚-MidFst	U+929a	銚
U+929a	銚
U+929b	銛
U+929c	銜
U+92ad	銭
銷-Kaisho	U+92b7	銷
U+92b7	銷
銹-Kaisho	U+92b9	銹
U+92b9	銹
U+92cf	鋏
U+92d2	鋒
鋤-Kaisho	U+92e4	鋤
U+92e4	鋤
鋩-Kaisho	U+92e9	鋩
U+92e9	鋩
鋪-Kaisho	U+92ea	鋪
U+92ea	鋪
U+92ed	鋭
U+92f2	鋲
U+92f3	鋳
U+92f8	鋸
鋺-Kaisho	U+92fa	鋺
U+92fa	鋺
U+92fc	鋼
錆-HyougaiKaisho	U+9306	錆
錆-HyougaiKaishoVtLst	U+9306	錆
錆-Hyougai	U+9306	錆
U+9306	錆
U+930f	錏
U+9310	錐
U+9318	錘
錘-VtLst	U+9318	錘
錙-Kaisho	U+9319	錙
U+9319	錙
U+931a	錚
錠-Kaisho	U+9320	錠
U+9320	錠
U+9322	錢
U+9323	錣
錦-Kaisho	U+9326	錦
U+9326	錦
錨-Kaisho	U+9328	錨
U+9328	錨
錫-Kaisho	U+932b	錫
U+932b	錫
錬-Kaisho	U+932c	錬
U+932c	錬
U+932e	錮
錯-Kaisho	U+932f	錯
U+932f	錯
録-Kaisho	U+9332	録
U+9332	録
U+9335	錵
錺-Kaisho	U+933a	錺
U+933a	錺
錻-HzFst	U+933b	錻
U+933b	錻
鍄-Kaisho	U+9344	鍄
U+9344	鍄
鍋-HzFst	U+934b	鍋
U+934b	鍋
鍍-Kaisho	U+934d	鍍
U+934d	鍍
U+9354	鍔
鍖-Kaisho	U+9356	鍖
U+9356	鍖
U+935b	鍛
U+935c	鍜
鍠-Kaisho	U+9360	鍠
鍠-KaishoVtLst	U+9360	鍠
U+9360	鍠
鍬-Kaisho	U+936c	鍬
U+936c	鍬
U+936e	鍮
鍵-Hyougai	U+9375	鍵
U+9375	鍵
U+937c	鍼
鍾-Kaisho	U+937e	鍾
鍾-KaishoVtLst	U+937e	鍾
U+937e	鍾
U+938c	鎌
鎔-Kaisho	U+9394	鎔
U+9394	鎔
鎖-Kaisho	U+9396	鎖
U+9396	鎖
U+9397	鎗
鎚-Hyougai	U+939a	鎚
U+939a	鎚
U+93a7	鎧
鎬-Kaisho	U+93ac	鎬
U+93ac	鎬
鎭-Kaisho	U+93ad	鎭
U+93ad	鎭
鎮-Kaisho	U+93ae	鎮
U+93ae	鎮
U+93b0	鎰
U+93b9	鎹
鏃-Kaisho	U+93c3	鏃
U+93c3	鏃
鏈-Kaisho	U+93c8	鏈
U+93c8	鏈
U+93d0	鏐
鏑-Kaisho	U+93d1	鏑
U+93d1	鏑
鏖-Kaisho	U+93d6	鏖
U+93d6	鏖
鏗-HzFst	U+93d7	鏗
U+93d7	鏗
U+93d8	鏘
鏝-Kaisho	U+93dd	鏝
U+93dd	鏝
鏡-Kaisho	U+93e1	鏡
U+93e1	鏡
U+93e4	鏤
鏥-Kaisho	U+93e5	鏥
U+93e5	鏥
鏨-Kaisho	U+93e8	鏨
U+93e8	鏨
U+9403	鐃
鐇-Kaisho	U+9407	鐇
U+9407	鐇
鐐-Kaisho	U+9410	鐐
U+9410	鐐
鐓-Kaisho	U+9413	鐓
U+9413	鐓
鐔-Kaisho	U+9414	鐔
U+9414	鐔
鐘-Kaisho	U+9418	鐘
鐘-KaishoVtLst	U+9418	鐘
U+9418	鐘
鐙-Dg3	U+9419	鐙
鐙-DgLst	U+9419	鐙
U+9419	鐙
U+941a	鐚
U+9421	鐡
U+942b	鐫
U+9435	鐵
鐵-VtLst	U+9435	鐵
U+9436	鐶
U+9438	鐸
鐺-Kaisho	U+943a	鐺
U+943a	鐺
U+9441	鑁
U+9444	鑄
鑑-HzFst	U+9451	鑑
U+9451	鑑
鑒-HzFst	U+9452	鑒
U+9452	鑒
鑓-Hyougai	U+9453	鑓
U+9453	鑓
鑚-Kaisho	U+945a	鑚
U+945a	鑚
鑛-Kaisho	U+945b	鑛
鑛-KaishoVtLst	U+945b	鑛
U+945b	鑛
U+945e	鑞
鑠-Kaisho	U+9460	鑠
U+9460	鑠
鑢-KaishoHzFstLeRi	U+9462	鑢
鑢-KaishoHzFstRiLe	U+9462	鑢
鑢-Kaisho	U+9462	鑢
鑢-KaishoVtFstRiLe	U+9462	鑢
U+9462	鑢
鑪-KaishoHzFstLeRi	U+946a	鑪
鑪-KaishoHzFstRiLe	U+946a	鑪
鑪-Kaisho	U+946a	鑪
鑪-KaishoVtFstRiLe	U+946a	鑪
U+946a	鑪
鑰-Kaisho	U+9470	鑰
U+9470	鑰
U+9475	鑵
鑷-Kaisho	U+9477	鑷
鑷-KaishoVt3	U+9477	鑷
U+9477	鑷
U+947c	鑼
鑽-Kaisho	U+947d	鑽
U+947d	鑽
U+947e	鑾
U+947f	鑿
钁-Kaisho	U+9481	钁
U+9481	钁
長-HzFst	U+9577	長
U+9577	長
門-Kaisho	U+9580	門
U+9580	門
閂-Kaisho	U+9582	閂
U+9582	閂
閃-Kaisho	U+9583	閃
U+9583	閃
閇-Kaisho	U+9587	閇
U+9587	閇
閉-Kaisho	U+9589	閉
U+9589	閉
閊-Kaisho	U+958a	閊
U+958a	閊
開-Kaisho	U+958b	開
U+958b	開
閏-Kaisho	U+958f	閏
U+958f	閏
閑-Kaisho	U+9591	閑
U+9591	閑
間-Kaisho	U+9593	間
U+9593	間
閔-Kaisho	U+9594	閔
U+9594	閔
閖-Kaisho	U+9596	閖
U+9596	閖
閘-Kaisho	U+9598	閘
U+9598	閘
閙-Kaisho	U+9599	閙
U+9599	閙
閠-Kaisho	U+95a0	閠
閠-KaishoVtLst	U+95a0	閠
U+95a0	閠
関-Kaisho	U+95a2	関
U+95a2	関
閣-Kaisho	U+95a3	閣
U+95a3	閣
閤-Kaisho	U+95a4	閤
U+95a4	閤
閥-Kaisho	U+95a5	閥
U+95a5	閥
閧-Kaisho	U+95a7	閧
U+95a7	閧
閨-Kaisho	U+95a8	閨
U+95a8	閨
閭-Kaisho	U+95ad	閭
U+95ad	閭
閲-Kaisho	U+95b2	閲
U+95b2	閲
閹-Kaisho	U+95b9	閹
U+95b9	閹
閻-KaishoHzFst	U+95bb	閻
閻-Kaisho	U+95bb	閻
U+95bb	閻
閼-Kaisho	U+95bc	閼
U+95bc	閼
閾-Kaisho	U+95be	閾
U+95be	閾
闃-Kaisho	U+95c3	闃
U+95c3	闃
闇-Kaisho	U+95c7	闇
U+95c7	闇
闊-Kaisho	U+95ca	闊
U+95ca	闊
闌-Kaisho	U+95cc	闌
U+95cc	闌
闍-Kaisho	U+95cd	闍
U+95cd	闍
闔-Kaisho	U+95d4	闔
U+95d4	闔
闕-Kaisho	U+95d5	闕
U+95d5	闕
闖-Kaisho	U+95d6	闖
闖-KaishoVt6	U+95d6	闖
U+95d6	闖
闘-Kaisho	U+95d8	闘
U+95d8	闘
關-Kaisho	U+95dc	關
U+95dc	關
闡-Kaisho	U+95e1	闡
U+95e1	闡
闢-Kaisho	U+95e2	闢
U+95e2	闢
闥-Kaisho	U+95e5	闥
U+95e5	闥
U+961c	阜
U+961d	阝
U+9621	阡
U+9628	阨
U+962a	阪
U+962e	阮
阯-HzFst	U+962f	阯
U+962f	阯
防-Kaisho	U+9632	防
U+9632	防
阻-Kaisho	U+963b	阻
U+963b	阻
U+963f	阿
陀-Kaisho	U+9640	陀
U+9640	陀
U+9642	陂
U+9644	附
U+964b	陋
陌-Kaisho	U+964c	陌
U+964c	陌
U+964d	降
陏-Kaisho	U+964f	陏
U+964f	陏
限-Kaisho	U+9650	限
U+9650	限
陛-Kaisho	U+965b	陛
U+965b	陛
U+965c	陜
U+965d	陝
U+965e	陞
陟-HzFst	U+965f	陟
U+965f	陟
院-Kaisho	U+9662	院
U+9662	院
陣-Kaisho	U+9663	陣
U+9663	陣
U+9664	除
陥-Kaisho	U+9665	陥
U+9665	陥
U+9666	陦
陪-Kaisho	U+966a	陪
U+966a	陪
陬-Kaisho	U+966c	陬
陬-KaishoVt3	U+966c	陬
U+966c	陬
U+9670	陰
U+9672	陲
陲-VtLst	U+9672	陲
陳-Kaisho	U+9673	陳
U+9673	陳
U+9675	陵
U+9676	陶
陷-HzFst	U+9677	陷
U+9677	陷
U+9678	陸
U+967a	険
陽-Kaisho	U+967d	陽
U+967d	陽
隅-Kaisho	U+9685	隅
U+9685	隅
U+9686	隆
隆-VtLst	U+9686	隆
隈-Kaisho	U+9688	隈
U+9688	隈
U+968a	隊
隋-Kaisho	U+968b	隋
U+968b	隋
隍-Kaisho	U+968d	隍
隍-KaishoVtLst	U+968d	隍
U+968d	隍
階-Kaisho	U+968e	階
U+968e	階
随-Kaisho	U+968f	随
U+968f	随
U+9694	隔
U+9695	隕
隗-Kaisho	U+9697	隗
U+9697	隗
U+9698	隘
隙-HyougaiKaisho	U+9699	隙
隙-Hyougai	U+9699	隙
隙-Kaisho	U+9699	隙
U+9699	隙
U+969b	際
障-Kaisho	U+969c	障
U+969c	障
隠-Kaisho	U+96a0	隠
U+96a0	隠
U+96a3	隣
U+96a7	隧
隨-Kaisho	U+96a8	隨
U+96a8	隨
U+96aa	險
隰-Kaisho	U+96b0	隰
U+96b0	隰
U+96b1	隱
U+96b2	隲
隲-Vt6	U+96b2	隲
隴-Kaisho	U+96b4	隴
U+96b4	隴
U+96b6	隶
U+96b7	隷
隸-Kaisho	U+96b8	隸
U+96b8	隸
U+96b9	隹
U+96bb	隻
U+96bc	隼
U+96c0	雀
U+96c1	雁
U+96c4	雄
U+96c5	雅
集-Kaisho	U+96c6	集
U+96c6	集
U+96c7	雇
U+96c9	雉
U+96cb	雋
雌-HzFst	U+96cc	雌
雌-HzFstVtLst	U+96cc	雌
U+96cc	雌
雌-VtLst	U+96cc	雌
雍-Kaisho	U+96cd	雍
U+96cd	雍
雎-Kaisho	U+96ce	雎
U+96ce	雎
雑-Kaisho	U+96d1	雑
U+96d1	雑
U+96d5	雕
U+96d6	雖
U+96d9	雙
U+96db	雛
雜-Kaisho	U+96dc	雜
U+96dc	雜
離-Kaisho	U+96e2	離
U+96e2	離
U+96e3	難
U+96e8	雨
U+96e9	雩
雪-Kaisho	U+96ea	雪
U+96ea	雪
U+96eb	雫
U+96f0	雰
U+96f2	雲
零-Insatsu	U+96f6	零
U+96f6	零
雷-Kaisho	U+96f7	雷
U+96f7	雷
U+96f9	雹
電-Kaisho	U+96fb	電
U+96fb	電
U+9700	需
霄-Kaisho	U+9704	霄
U+9704	霄
U+9706	霆
U+9707	震
U+9708	霈
U+970a	霊
U+970d	霍
霎-Kaisho	U+970e	霎
U+970e	霎
霏-MdFst	U+970f	霏
U+970f	霏
霑-HzFst	U+9711	霑
U+9711	霑
霓-HzFst	U+9713	霓
U+9713	霓
霖-Kaisho	U+9716	霖
U+9716	霖
U+9719	霙
霜-Kaisho	U+971c	霜
U+971c	霜
U+971e	霞
霞-VtFst	U+971e	霞
霤-Kaisho	U+9724	霤
U+9724	霤
U+9727	霧
U+972a	霪
霰-Kaisho	U+9730	霰
U+9730	霰
U+9732	露
霸-Kaisho	U+9738	霸
U+9738	霸
霹-Kaisho	U+9739	霹
U+9739	霹
霽-Kaisho	U+973d	霽
U+973d	霽
霾-Kaisho	U+973e	霾
霾-KaishoVtLst	U+973e	霾
U+973e	霾
靂-HzFst	U+9742	靂
U+9742	靂
靄-HyougaiKaisho	U+9744	靄
靄-Hyougai	U+9744	靄
U+9744	靄
U+9746	靆
靈-MdFst	U+9748	靈
U+9748	靈
U+9749	靉
青-Kaisho	U+9752	青
青-KaishoVtLst	U+9752	青
U+9752	青
靖-Kaisho	U+9756	靖
靖-KaishoVtLst	U+9756	靖
U+9756	靖
静-Kaisho	U+9759	静
静-KaishoVtLst	U+9759	静
U+9759	静
U+975c	靜
靜-VtLst	U+975c	靜
非-MdFst	U+975e	非
U+975e	非
靠-MdFst	U+9760	靠
U+9760	靠
靡-KaishoMdFst	U+9761	靡
靡-Kaisho	U+9761	靡
U+9761	靡
U+9762	面
U+9764	靤
靦-Kaisho	U+9766	靦
U+9766	靦
靨-Kaisho	U+9768	靨
U+9768	靨
U+9769	革
U+976b	靫
U+976d	靭
靱-Hyougai	U+9771	靱
U+9771	靱
U+9774	靴
U+9779	靹
靺-Kaisho	U+977a	靺
U+977a	靺
靼-Kaisho	U+977c	靼
U+977c	靼
U+9781	鞁
鞄-Hyougai	U+9784	鞄
U+9784	鞄
U+9785	鞅
U+9786	鞆
U+978b	鞋
鞍-Kaisho	U+978d	鞍
U+978d	鞍
U+978f	鞏
鞐-HzFst	U+9790	鞐
U+9790	鞐
鞘-HyougaiKaisho	U+9798	鞘
鞘-Hyougai	U+9798	鞘
鞘-Kaisho	U+9798	鞘
U+9798	鞘
鞜-Kaisho	U+979c	鞜
U+979c	鞜
鞠-Kaisho	U+97a0	鞠
U+97a0	鞠
鞣-Kaisho	U+97a3	鞣
U+97a3	鞣
鞦-Kaisho	U+97a6	鞦
U+97a6	鞦
鞨-Kaisho	U+97a8	鞨
U+97a8	鞨
U+97ab	鞫
鞭-HyougaiKaisho	U+97ad	鞭
鞭-Hyougai	U+97ad	鞭
鞭-Kaisho	U+97ad	鞭
U+97ad	鞭
U+97b3	鞳
鞴-Kaisho	U+97b4	鞴
U+97b4	鞴
U+97c3	韃
U+97c6	韆
U+97c8	韈
U+97cb	韋
U+97d3	韓
U+97dc	韜
U+97ed	韭
U+97ee	韮
韲-Kaisho	U+97f2	韲
U+97f2	韲
音-Kaisho	U+97f3	音
U+97f3	音
韵-Kaisho	U+97f5	韵
U+97f5	韵
韶-Kaisho	U+97f6	韶
U+97f6	韶
韻-Kaisho	U+97fb	韻
U+97fb	韻
響-Kaisho	U+97ff	響
U+97ff	響
頁-Kaisho	U+9801	頁
U+9801	頁
頂-Kaisho	U+9802	頂
U+9802	頂
頃-Kaisho	U+9803	頃
U+9803	頃
項-Kaisho	U+9805	項
U+9805	項
順-Kaisho	U+9806	順
U+9806	順
須-Kaisho	U+9808	須
U+9808	須
頌-Kaisho	U+980c	頌
U+980c	頌
頏-Kaisho	U+980f	頏
U+980f	頏
預-Kaisho	U+9810	預
U+9810	預
頑-Kaisho	U+9811	頑
U+9811	頑
頒-Kaisho	U+9812	頒
U+9812	頒
頓-Kaisho	U+9813	頓
U+9813	頓
頗-Kaisho	U+9817	頗
U+9817	頗
領-Insatsu	U+9818	領
領-Kaisho	U+9818	領
U+9818	領
頚-Kaisho	U+981a	頚
U+981a	頚
頡-Kaisho	U+9821	頡
U+9821	頡
頤-Kaisho	U+9824	頤
U+9824	頤
頬-Kaisho	U+982c	頬
U+982c	頬
頭-Kaisho	U+982d	頭
U+982d	頭
U+9830	頰
頴-Kaisho	U+9834	頴
U+9834	頴
頷-Kaisho	U+9837	頷
U+9837	頷
頸-Kaisho	U+9838	頸
U+9838	頸
頻-KaishoHzFst	U+983b	頻
頻-Kaisho	U+983b	頻
U+983b	頻
頼-Kaisho	U+983c	頼
U+983c	頼
頽-Kaisho	U+983d	頽
U+983d	頽
顆-Kaisho	U+9846	顆
U+9846	顆
顋-Kaisho	U+984b	顋
U+984b	顋
題-Kaisho	U+984c	題
U+984c	題
額-Kaisho	U+984d	額
U+984d	額
顎-Kaisho	U+984e	顎
U+984e	顎
顏-Kaisho	U+984f	顏
U+984f	顏
顔-Kaisho	U+9854	顔
U+9854	顔
顕-Kaisho	U+9855	顕
U+9855	顕
願-Kaisho	U+9858	願
U+9858	願
顛-Kaisho	U+985b	顛
U+985b	顛
類-Kaisho	U+985e	類
U+985e	類
顧-Kaisho	U+9867	顧
U+9867	顧
顫-Kaisho	U+986b	顫
U+986b	顫
顯-Kaisho	U+986f	顯
U+986f	顯
顰-KaishoHzFst	U+9870	顰
顰-Kaisho	U+9870	顰
U+9870	顰
顱-KaishoHzFstLeRi	U+9871	顱
顱-KaishoHzFstRiLe	U+9871	顱
顱-Kaisho	U+9871	顱
顱-KaishoVtFstRiLe	U+9871	顱
U+9871	顱
顳-Kaisho	U+9873	顳
顳-KaishoVt3	U+9873	顳
U+9873	顳
顴-Kaisho	U+9874	顴
U+9874	顴
U+98a8	風
U+98aa	颪
颯-Kaisho	U+98af	颯
U+98af	颯
U+98b1	颱
颶-Kaisho	U+98b6	颶
U+98b6	颶
U+98c3	飃
U+98c4	飄
U+98c6	飆
U+98db	飛
飜-Kaisho	U+98dc	飜
U+98dc	飜
食-Kaisho	U+98df	食
U+98df	食
U+98e0	飠
飢-Kaisho	U+98e2	飢
U+98e2	飢
飩-Kaisho	U+98e9	飩
U+98e9	飩
飫-Kaisho	U+98eb	飫
U+98eb	飫
飭-Kaisho	U+98ed	飭
U+98ed	飭
飮-Kaisho	U+98ee	飮
U+98ee	飮
飯-Kaisho	U+98ef	飯
U+98ef	飯
飲-Kaisho	U+98f2	飲
U+98f2	飲
飴-HyougaiKaisho	U+98f4	飴
飴-Hyougai	U+98f4	飴
U+98f4	飴
飼-Kaisho	U+98fc	飼
U+98fc	飼
飽-Kaisho	U+98fd	飽
U+98fd	飽
飾-Kaisho	U+98fe	飾
U+98fe	飾
餃-Kaisho	U+9903	餃
U+9903	餃
餅-HyougaiKaisho	U+9905	餅
餅-Hyougai	U+9905	餅
餅-Kaisho	U+9905	餅
U+9905	餅
餉-Kaisho	U+9909	餉
U+9909	餉
養-Kaisho	U+990a	養
養-KaishoVtLst	U+990a	養
U+990a	養
餌-HyougaiKaisho	U+990c	餌
餌-HyougaiKaishoVt3	U+990c	餌
餌-Hyougai	U+990c	餌
餌-Kaisho	U+990c	餌
餌-KaishoVt3	U+990c	餌
U+990c	餌
餐-HyougaiKaisho	U+9910	餐
餐-Hyougai	U+9910	餐
U+9910	餐
餒-Kaisho	U+9912	餒
U+9912	餒
餓-Kaisho	U+9913	餓
U+9913	餓
餔-Kaisho	U+9914	餔
U+9914	餔
餘-Kaisho	U+9918	餘
U+9918	餘
餝-Kaisho	U+991d	餝
U+991d	餝
餞-Kaisho	U+991e	餞
U+991e	餞
餠-Kaisho	U+9920	餠
U+9920	餠
餡-KaishoHzFst	U+9921	餡
餡-Kaisho	U+9921	餡
U+9921	餡
餤-Kaisho	U+9924	餤
U+9924	餤
館-Kaisho	U+9928	館
U+9928	館
餬-Kaisho	U+992c	餬
U+992c	餬
U+992e	餮
餽-Kaisho	U+993d	餽
U+993d	餽
餾-Kaisho	U+993e	餾
U+993e	餾
饂-Kaisho	U+9942	饂
U+9942	饂
饅-Kaisho	U+9945	饅
U+9945	饅
饉-Kaisho	U+9949	饉
U+9949	饉
饋-Kaisho	U+994b	饋
U+994b	饋
饌-Kaisho	U+994c	饌
U+994c	饌
饐-Kaisho	U+9950	饐
U+9950	饐
饑-Kaisho	U+9951	饑
U+9951	饑
饒-Kaisho	U+9952	饒
U+9952	饒
饕-HzFstLeRi	U+9955	饕
饕-HzFstRiLe	U+9955	饕
U+9955	饕
饕-VtFstRiLe	U+9955	饕
饗-HyougaiKaisho	U+9957	饗
饗-Hyougai	U+9957	饗
U+9957	饗
首-Kaisho	U+9996	首
U+9996	首
馗-Kaisho	U+9997	馗
U+9997	馗
馘-Kaisho	U+9998	馘
U+9998	馘
香-Kaisho	U+9999	香
U+9999	香
馥-Kaisho	U+99a5	馥
U+99a5	馥
馨-Kaisho	U+99a8	馨
U+99a8	馨
U+99ac	馬
馬-Vt6	U+99ac	馬
U+99ad	馭
馭-Vt6	U+99ad	馭
U+99ae	馮
馮-Vt6	U+99ae	馮
U+99b3	馳
馳-Vt6	U+99b3	馳
U+99b4	馴
馴-Vt6	U+99b4	馴
馼-Kaisho	U+99bc	馼
馼-KaishoVt6	U+99bc	馼
U+99bc	馼
駁-Hyougai	U+99c1	駁
駁-HyougaiVt6	U+99c1	駁
U+99c1	駁
U+99c4	駄
駄-Vt6	U+99c4	駄
U+99c5	駅
駅-Vt6	U+99c5	駅
U+99c6	駆
駆-Vt6	U+99c6	駆
U+99c8	駈
駈-Vt6	U+99c8	駈
U+99d0	駐
駐-Vt6VtLst	U+99d0	駐
駐-VtLst	U+99d0	駐
U+99d1	駑
駑-Vt6	U+99d1	駑
U+99d2	駒
駒-Vt6	U+99d2	駒
U+99d5	駕
駕-Vt6	U+99d5	駕
U+99d8	駘
駘-Vt6	U+99d8	駘
U+99db	駛
駛-Vt6	U+99db	駛
駝-Kaisho	U+99dd	駝
駝-KaishoVt6	U+99dd	駝
U+99dd	駝
U+99df	駟
駟-Vt6	U+99df	駟
U+99e2	駢
駢-Vt6	U+99e2	駢
駭-Kaisho	U+99ed	駭
駭-KaishoVt6	U+99ed	駭
U+99ed	駭
駮-Kaisho	U+99ee	駮
駮-KaishoVt6	U+99ee	駮
U+99ee	駮
U+99f1	駱
駱-Vt6	U+99f1	駱
U+99f2	駲
駲-Vt6	U+99f2	駲
U+99f8	駸
駸-Vt6	U+99f8	駸
駻-Kaisho	U+99fb	駻
駻-KaishoVt6	U+99fb	駻
U+99fb	駻
U+99ff	駿
駿-Vt6	U+99ff	駿
騁-Kaisho	U+9a01	騁
騁-KaishoVtLst	U+9a01	騁
U+9a01	騁
U+9a05	騅
騅-Vt6	U+9a05	騅
U+9a0e	騎
騎-Vt6	U+9a0e	騎
騏-Kaisho	U+9a0f	騏
騏-KaishoVt6	U+9a0f	騏
U+9a0f	騏
U+9a12	騒
騒-Vt6	U+9a12	騒
U+9a13	験
験-Vt6	U+9a13	験
騙-HyougaiKaisho	U+9a19	騙
騙-HyougaiKaishoVt6	U+9a19	騙
騙-Hyougai	U+9a19	騙
U+9a19	騙
騨-Kaisho	U+9a28	騨
騨-KaishoVt6	U+9a28	騨
U+9a28	騨
騫-Kaisho	U+9a2b	騫
騫-KaishoVt6	U+9a2b	騫
U+9a2b	騫
騰-Kaisho	U+9a30	騰
騰-KaishoVt6	U+9a30	騰
U+9a30	騰
U+9a37	騷
騷-Vt6	U+9a37	騷
騾-Kaisho	U+9a3e	騾
騾-KaishoVt6	U+9a3e	騾
U+9a3e	騾
驀-Kaisho	U+9a40	驀
驀-KaishoVt6	U+9a40	驀
U+9a40	驀
U+9a42	驂
驂-Vt6	U+9a42	驂
U+9a43	驃
驃-Vt6	U+9a43	驃
U+9a45	驅
驅-Vt6	U+9a45	驅
U+9a4d	驍
驍-Vt6	U+9a4d	驍
U+9a55	驕
驕-Vt6	U+9a55	驕
U+9a57	驗
驗-Vt6	U+9a57	驗
U+9a5a	驚
驚-Vt6	U+9a5a	驚
U+9a5b	驛
驛-Vt6	U+9a5b	驛
驟-Kaisho	U+9a5f	驟
驟-KaishoVt3Vt3	U+9a5f	驟
驟-KaishoVt6Vt3	U+9a5f	驟
驟-KaishoVt6Vt6	U+9a5f	驟
U+9a5f	驟
驢-KaishoHzFstRiLe	U+9a62	驢
驢-Kaisho	U+9a62	驢
驢-KaishoVt3HzFstLeRi	U+9a62	驢
驢-KaishoVt3VtFstRiLe	U+9a62	驢
驢-KaishoVt6HzFstLeRi	U+9a62	驢
驢-KaishoVt6HzFstRiLe	U+9a62	驢
驢-KaishoVt6VtFstRiLe	U+9a62	驢
U+9a62	驢
驤-Kaisho	U+9a64	驤
驤-KaishoVtLst	U+9a64	驤
U+9a64	驤
驥-Kaisho	U+9a65	驥
驥-KaishoVt6	U+9a65	驥
U+9a65	驥
U+9a69	驩
驩-Vt6	U+9a69	驩
驪-Kaisho	U+9a6a	驪
驪-KaishoVt6	U+9a6a	驪
U+9a6a	驪
U+9a6b	驫
驫-Vt6	U+9a6b	驫
骨-KaishoHzFst	U+9aa8	骨
骨-Kaisho	U+9aa8	骨
U+9aa8	骨
骭-KaishoHzFst	U+9aad	骭
骭-Kaisho	U+9aad	骭
U+9aad	骭
骰-KaishoHzFst	U+9ab0	骰
骰-Kaisho	U+9ab0	骰
U+9ab0	骰
骸-KaishoHzFst	U+9ab8	骸
骸-Kaisho	U+9ab8	骸
U+9ab8	骸
骼-KaishoHzFst	U+9abc	骼
骼-Kaisho	U+9abc	骼
U+9abc	骼
髀-KaishoHzFst	U+9ac0	髀
髀-Kaisho	U+9ac0	髀
U+9ac0	髀
髄-KaishoHzFst	U+9ac4	髄
髄-Kaisho	U+9ac4	髄
U+9ac4	髄
髏-KaishoHzFst	U+9acf	髏
髏-Kaisho	U+9acf	髏
U+9acf	髏
髑-KaishoHzFst	U+9ad1	髑
髑-Kaisho	U+9ad1	髑
U+9ad1	髑
髓-KaishoHzFst	U+9ad3	髓
髓-Kaisho	U+9ad3	髓
U+9ad3	髓
體-KaishoHzFst	U+9ad4	體
體-Kaisho	U+9ad4	體
U+9ad4	體
高-Kaisho	U+9ad8	高
U+9ad8	高
髞-Kaisho	U+9ade	髞
U+9ade	髞
髟-HzFst	U+9adf	髟
U+9adf	髟
髢-HzFst	U+9ae2	髢
U+9ae2	髢
髣-KaishoHzFst	U+9ae3	髣
髣-Kaisho	U+9ae3	髣
U+9ae3	髣
髦-HzFst	U+9ae6	髦
U+9ae6	髦
髪-HzFst	U+9aea	髪
U+9aea	髪
髫-HzFst	U+9aeb	髫
U+9aeb	髫
髭-HzFstHzFst	U+9aed	髭
髭-HzFst	U+9aed	髭
U+9aed	髭
髭-VtFstHzFst	U+9aed	髭
髮-HzFst	U+9aee	髮
U+9aee	髮
髯-HzFst	U+9aef	髯
U+9aef	髯
髱-HzFst	U+9af1	髱
